PVI,normalized_breakthrough,domain
0.4569909819639279,0.0,Waterflood front
0.4609987975951904,0.0,Waterflood front
0.4650066132264529,0.0,Waterflood front
0.46901442885771544,0.0,Waterflood front
0.473022244488978,0.0,Waterflood front
0.4770300601202405,0.0,Waterflood front
0.48103787575150303,0.0,Waterflood front
0.48504569138276554,0.0,Waterflood front
0.4890535070140281,0.0,Waterflood front
0.4930613226452906,0.0,Waterflood front
0.49706913827655314,0.725727168113853,Waterflood front
0.5010769539078157,0.7288804765485795,Waterflood front
0.5050847695390782,0.731959930062461,Waterflood front
0.5090925851703407,0.7349685409130483,Waterflood front
0.5131004008016032,0.7379090500085057,Waterflood front
0.5171082164328658,0.7407840523983552,Waterflood front
0.5211160320641283,0.7435957155648851,Waterflood front
0.5251238476953908,0.7463464490282986,Waterflood front
0.5291316633266533,0.7490385743264927,Waterflood front
0.5331394789579159,0.7516736650903042,Waterflood front
0.5371472945891784,0.7542542537322351,Waterflood front
0.5411551102204409,0.756781661312915,Waterflood front
0.5451629258517035,0.7592579512343418,Waterflood front
0.549170741482966,0.7616848961262714,Waterflood front
0.5531785571142285,0.7640636505641745,Waterflood front
0.557186372745491,0.7663960172576987,Waterflood front
0.5611941883767535,0.7686834809022965,Waterflood front
0.5652020040080161,0.7709274506368654,Waterflood front
0.5692098196392786,0.7731291934960652,Waterflood front
0.5732176352705411,0.7752897562946196,Waterflood front
0.5772254509018037,0.7774105383440952,Waterflood front
0.5812332665330662,0.7794928151393191,Waterflood front
0.5852410821643287,0.7815375331780966,Waterflood front
0.5892488977955912,0.7835457699081708,Waterflood front
0.5932567134268537,0.7855185489085122,Waterflood front
0.5972645290581162,0.7874569425465462,Waterflood front
0.6012723446893788,0.7893618023030526,Waterflood front
0.6052801603206414,0.791234060030066,Waterflood front
0.6092879759519039,0.7930746296723833,Waterflood front
0.6132957915831664,0.7948845020771926,Waterflood front
0.6173036072144289,0.7966641074584296,Waterflood front
0.6213114228456914,0.7984143594884613,Waterflood front
0.6253192384769539,0.8001361682167881,Waterflood front
0.6293270541082164,0.8018301999418943,Waterflood front
0.6333348697394791,0.8034970371954876,Waterflood front
0.6373426853707416,0.8051376230741277,Waterflood front
0.6413505010020041,0.8067521511564463,Waterflood front
0.6453583166332666,0.8083415823774623,Waterflood front
0.6493661322645291,0.8099065006247147,Waterflood front
0.6533739478957916,0.8114474942863745,Waterflood front
0.6573817635270541,0.8129650489305354,Waterflood front
0.6613895791583166,0.814459619084606,Waterflood front
0.6653973947895792,0.8159319361543885,Waterflood front
0.6694052104208418,0.8173826156249352,Waterflood front
0.6734130260521043,0.8188116400619972,Waterflood front
0.6774208416833668,0.8202201592716318,Waterflood front
0.6814286573146293,0.8216079935548898,Waterflood front
0.6854364729458918,0.822976028647846,Waterflood front
0.6894442885771543,0.8243247234818142,Waterflood front
0.6934521042084169,0.825654250907012,Waterflood front
0.6974599198396794,0.8269649888581584,Waterflood front
0.701467735470942,0.828257646186198,Waterflood front
0.7054755511022045,0.8295323889393849,Waterflood front
0.709483366733467,0.8307897040363749,Waterflood front
0.7134911823647295,0.8320297857212547,Waterflood front
0.717498997995992,0.8332531540150305,Waterflood front
0.7215068136272546,0.8344601614151458,Waterflood front
0.7255146292585171,0.8356510033450592,Waterflood front
0.7295224448897796,0.836826175677859,Waterflood front
0.7335302605210421,0.8379858522635126,Waterflood front
0.7375380761523047,0.8391303323183454,Waterflood front
0.7415458917835672,0.8402599342217619,Waterflood front
0.7455537074148297,0.8413750977554272,Waterflood front
0.7495615230460922,0.8424759586476936,Waterflood front
0.7535693386773548,0.8435628904297928,Waterflood front
0.7575771543086173,0.844636066131921,Waterflood front
0.7615849699398798,0.8456958070471196,Waterflood front
0.7655927855711423,0.8467423593967425,Waterflood front
0.7696006012024048,0.8477759138498993,Waterflood front
0.7736084168336674,0.8487967447162214,Waterflood front
0.77761623246493,0.849805174698962,Waterflood front
0.7816240480961925,0.8508013417128238,Waterflood front
0.785631863727455,0.8517854682077005,Waterflood front
0.7896396793587175,0.8527577796381837,Waterflood front
